name,orderingType,sourceVendor,status,featuredImageUrl,inventoryUpdated,stock,restockTrigger,lastManualStockCheck,location,checkedOut,numUntilRestock,ytdStockUsed,updatedTime,untilRestock,mondayItemId,productCategoryId,price
Target Zero Pencils (blue),Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370634031/Target%20Zero%20Pencils.JPEG,,0,0,2025-07-15,Kepler Warehouse,,0,,"Pat Boatman Jul 17, 2025 10:51 AM",0,5798487225,m175m351smz1yqnzfffj6j3mkd7r5rc5,0
TZ Cooling Towels (Black),Staple Item,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/1629823767/Image%20(41).jpg,v,400,200,2025-09-03,C,108,92,,"Pat Boatman Sep 3, 2025 1:42 PM",200,7000650637,m175m351smz1yqnzfffj6j3mkd7r5rc5,0
TZ Cooling Towels (Orange),Staple Item,FDOT CO,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1384223520/IMG_3680.JPG,v,0,500,2025-06-27,C,,-500,,"Pat Boatman Jul 25, 2025 9:38 PM",-500,5798486893,m175m351smz1yqnzfffj6j3mkd7r5rc5,0
TZ Floating Key Chains,Staple Item,FDOT CO,Needs Restock,,v,0,200,2023-10-26,,,-200,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798486853,m175m351smz1yqnzfffj6j3mkd7r5rc5,0
TZ Tumbler,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1384109843/TZ%20Tumbler.jpg,v,516,150,2025-07-10,C,,366,,"Pat Boatman Jul 25, 2025 9:38 PM",366,6374822125,m175m351smz1yqnzfffj6j3mkd7r5rc5,0
Water Bottle Labels,Staple Item,,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1629829443/Image%20(45).jpg,v,192,200,2025-07-10,B,,-8,,"Pat Boatman Jul 25, 2025 9:38 PM",-8,7252884192,m175m351smz1yqnzfffj6j3mkd7r5rc5,0
Water Bottles - TZ Purple,Staple Item,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/2026715706/Image%20(26).jpg,v,1000,300,2025-07-10,C,229,471,,"Desmond Tatilian Sep 2, 2025 4:11 PM",700,5798486866,m175m351smz1yqnzfffj6j3mkd7r5rc5,0
TZ Glasses Cleaner Microfiber Cloths,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2294832429/TZ.jpg,v,270,0,2025-05-19,C,230,40,,"Pat Boatman Jul 25, 2025 9:38 PM",270,9139534207,m175m351smz1yqnzfffj6j3mkd7r5rc5,0
TZ Rubber Ducks,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2294833142/R%20Ducks.jpg,v,1500,0,2025-07-17,C,0,1500,,"Pat Boatman Jul 25, 2025 9:38 PM",1500,9220741206,m175m351smz1yqnzfffj6j3mkd7r5rc5,0
Alert Today Alive Tomorrow Heart Screen Cleaner,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2201621967/ATAT%20Heart%20Cleaner.jpg,v,950,50,2025-06-12,B,50,850,,"Pat Boatman Jul 25, 2025 9:38 PM",900,9361825433,m175m351smz1yqnzfffj6j3mkd7r5rc5,0
2055 FL Transportation Plan Notepads,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2202147364/NP.jpg,v,24,0,2025-07-17,B,,24,,"Pat Boatman Jul 25, 2025 9:38 PM",,9363544688,m175m351smz1yqnzfffj6j3mkd7r5rc5,0
SMFL Lanyard,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2265162427/SMFL%20Lanyard.jpg,v,50,0,2025-07-02,C,,50,,"Pat Boatman Jul 25, 2025 9:38 PM",50,9504999196,m175m351smz1yqnzfffj6j3mkd7r5rc5,0
Target Zero Pencils (Teal),Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2288982000/TZ%20Pencils.jpg,v,2910,0,2025-07-15,C,2090,820,,"Desmond Tatilian Sep 3, 2025 3:59 PM",2910,9592130257,m175m351smz1yqnzfffj6j3mkd7r5rc5,0
Straw Topper,Order as Needed,,,,v,,0,2025-09-03,B,,0,,"Pat Boatman Sep 3, 2025 1:32 PM",,9964731525,m175m351smz1yqnzfffj6j3mkd7r5rc5,0
Child Passenger Safety Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1384218071/Image%20(24).jpg,,1,0,2024-08-14,B,,1,,"Pat Boatman Jul 25, 2025 9:38 PM",,5798487361,m174r3q5g85n440rb66wykeh497r5yka,0
Drive Time =You Time Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369968398/Drive%20time%20_%20you%20time.JPEG,,41,0,2024-08-14,B,,41,,"Pat Boatman Jul 25, 2025 9:38 PM",,5798487438,m174r3q5g85n440rb66wykeh497r5yka,0
Know the Difference- Electric Bicycle & More,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1629466155/Image%20(7).jpg,,1390,0,,B,,1390,,"Pat Boatman Jul 25, 2025 9:39 PM",,6951106558,m174r3q5g85n440rb66wykeh497r5yka,0
Stop Speeding Before it Stops You Card,Order as Needed,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/1370632804/Stop%20Speeding%20Tip%20Card.JPEG,,0,0,2023-03-29,B,,0,,"Pat Boatman Jul 25, 2025 9:39 PM",,5798487402,m174r3q5g85n440rb66wykeh497r5yka,0
Work Zone Safety Tip Cards,Order as Needed,,,,,26,0,,B,,26,,"Pat Boatman Jul 25, 2025 9:39 PM",,8735603438,m174r3q5g85n440rb66wykeh497r5yka,0
2055 FL Transportation Plan Tip Cards,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2202159252/TC.jpg,v,300,0,2025-06-12,B,,300,,"Pat Boatman Jul 25, 2025 9:39 PM",,9363603425,m174r3q5g85n440rb66wykeh497r5yka,0
FLHSMV Move Over Cards,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2300388152/FLHSMV%20TC.jpg,v,4000,0,,B,,4000,,"Pat Boatman Jul 25, 2025 9:39 PM",4000,9634700246,m174r3q5g85n440rb66wykeh497r5yka,0
Can You See Me Now? Alert Tonight Florida Pledge Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369964954/Can%20You%20See%20Me%20Now%20Alert%20Tonight%20Florida%20Pledge%20Card.JPEG,,100,0,,B,,100,,"Pat Boatman Jul 25, 2025 9:39 PM",,5798487288,m17cn0t7jv9930gmt6en8fezpx7r4xyk,0
Don't Text Pocket Pledge Card (CTST),Order as Needed,FDOT CO,,,,0,0,2023-03-17,B,,0,,"Pat Boatman Jul 25, 2025 9:39 PM",,5798487448,m17cn0t7jv9930gmt6en8fezpx7r4xyk,0
Every Bicyclist and Pedestrian Pledge Card - Alert Today,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1629745211/Image%20(29).jpg,,1057,,,B,,1057,,"Pat Boatman Jul 25, 2025 9:39 PM",,6263138022,m17cn0t7jv9930gmt6en8fezpx7r4xyk,0
Recipes for the Road  Mushroom Bisque,Staple Item,FDOT CO,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1629400783/Image%20(3).jpg,v,10,200,2025-07-10,B,,-190,,"Pat Boatman Jul 25, 2025 9:39 PM",,6855853580,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
"Recipes for the Road - Escarole, Tomato, & White Bean Soup",Staple Item,FDOT CO,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1629401864/Image%20(1).jpg,v,500,200,2025-07-10,B,,300,,"Pat Boatman Jul 25, 2025 9:39 PM",,6855842441,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
Recipes for the Road - Strawberry & Citrus Shortcake,Staple Item,FDOT CO,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1629393612/Image.jpg,v,0,200,2025-07-10,B,,-200,,"Pat Boatman Jul 25, 2025 9:39 PM",,6855849447,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
Recipes for the Road - Strawberry French Toast,Staple Item,FDOT CO,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1629398187/Image%20(2).jpg,v,500,200,2025-07-10,B,,300,,"Pat Boatman Jul 25, 2025 9:39 PM",,6855804305,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
Recipes for the Road- Broiled Florida Oysters,Staple Item,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/1369979871/Recipes%20for%20the%20Road-Broiled%20Florida%20Oysters.JPEG,v,1190,200,2025-07-10,B,310,680,,"Desmond Tatilian Sep 3, 2025 5:49 PM",990,6261838769,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
Recipes for the Road- Florida Tomato and Sweet Pepper Soup,Staple Item,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/1383698940/Image%20(3).jpg,v,1010,200,2025-07-10,B,-42,852,,"Desmond Tatilian Jul 30, 2025 12:12 PM",810,6373198786,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
Recipes for the Road- Holiday Coquito,Staple Item,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/1370607864/Recipes%20for%20the%20Road-Easy%20Holiday%20Coquito.JPEG,v,280,200,2025-07-10,B,,80,,"Pat Boatman Jul 25, 2025 9:39 PM",,6262258912,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
Recipes for the Road- Stuffed Florida Zucchini and Yellow Squash Parmesan,Staple Item,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/1383685634/Image.jpg,v,1197,200,2025-07-10,B,,997,,"Pat Boatman Jul 25, 2025 9:39 PM",,6373128013,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
Recipes for the Road-Avocado and Mango Salad,Staple Item,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/1369978604/Recipes%20for%20the%20Road-Avocado%20and%20Mango%20Salad.JPEG,v,900,200,2025-07-10,B,200,500,,"Pat Boatman Jul 25, 2025 9:39 PM",700,5798487618,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
Recipes for the Road-Blueberry and Spinach Smoothie,Staple Item,FDOT CO,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1369979275/Recipes%20for%20the%20Road-Blueberry%20and%20Spinach%20Smoothie.JPEG,v,1600,200,2025-07-10,B,,1400,,"Pat Boatman Jul 25, 2025 9:39 PM",,5798487517,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
Recipes for the Road-Cheesy Baked Florida Tomatoes,Staple Item,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/1369980101/Recipes%20for%20the%20Road-Cheesy%20Baked%20Florida%20Tomatoes.JPEG,v,530,200,2025-07-10,B,,330,,"Pat Boatman Jul 25, 2025 9:39 PM",,5798487475,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
Recipes for the Road-Florida Grouper,Staple Item,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/2294852249/Grouper.jpg,v,1195,200,2025-07-10,B,-45,1040,,"Desmond Tatilian Jul 30, 2025 12:12 PM",995,5798487496,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
Recipes for the Road-Florida Shrimp,Staple Item,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/1370608424/Recipes%20for%20the%20Road-Florida%20Shrimp.JPEG,v,1000,200,2025-07-10,B,20,780,,"Desmond Tatilian Sep 3, 2025 1:52 PM",800,5798487595,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
Recipes for the Road-Florida Sweet Pepper and Chicken Street Taco,Staple Item,FDOT CO,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1370610064/Recipes%20for%20the%20Road-Florida%20Sweet%20Pepper.JPEG,v,1275,200,2025-07-10,B,,1075,,"Pat Boatman Jul 25, 2025 9:39 PM",,5798487457,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
Recipes for the Road-Roasted Florida Snapper,Staple Item,FDOT CO,,,v,1089,200,2025-07-10,B,,889,,"Pat Boatman Jul 25, 2025 9:39 PM",,5798487565,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
Recipes for the Road-Steve's Carne Asada,Staple Item,FDOT CO,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1370610513/Recipes%20for%20the%20Road-Steves%20Carne%20Asada.JPEG,v,105,200,2025-07-10,B,10,-105,,"Desmond Tatilian Sep 3, 2025 1:52 PM",-95,6261106302,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
Recipes for the Road-Sweet Corn and Ricotta,Staple Item,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/2294853356/Fritters.jpg,v,1200,200,2025-07-10,B,,1000,,"Pat Boatman Jul 25, 2025 9:39 PM",,6261113277,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
Recipes for the Road-Vegetable and Garden Wraps,Staple Item,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/1370610926/Recipes%20for%20the%20Road-Vegetable%20Garden%20Wraps.JPEG,v,1460,200,2025-07-10,B,510,750,,"Desmond Tatilian Sep 3, 2025 1:52 PM",1260,5798487543,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
Recipes for the Road - Crispy Florida Vegetable Garden Wraps,Staple Item,,,,v,0,200,2025-07-10,B,230,-430,,"Pat Boatman Jul 25, 2025 9:39 PM",-200,9139405662,m17d8bqt38yjg7ztbgfat2m2757r4fxq,0
RS- Watch For Motorcycles Card,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1629523766/Image%20(12).jpg,,-419,0,2024-08-14,,,-419,,"Pat Boatman Jun 13, 2025 2:42 PM",,7226596136,m17af7arerpr9rbntafjxbvnv17r4wvj,0
RS- When We Scoot Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1629519125/Image%20(11).jpg,,100,0,,,100,0,,"Desmond Tatilian Jul 21, 2025 12:18 PM",100,6436992675,m17af7arerpr9rbntafjxbvnv17r4wvj,0
SMFL- Countdown Pedestrian Signals - Flashing Yellow Light,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369966399/Countdown%20Pedestrian%20Signals.JPEG,,427,0,2023-10-26,,,427,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798487258,m172w2v2n64pr040pt49tvy9j17r46x9,0
SMFL- How to Use Find a Ride Card (English),Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1629429798/Image%20(5).jpg,,50,0,2023-11-09,,,50,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798487397,m172w2v2n64pr040pt49tvy9j17r46x9,0
SMFL- How to Use Find a Ride Card (Spanish),Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369969321/Find%20a%20Ride%20Tip%20Cards-Span.JPEG,,25,0,2023-11-09,,,25,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798487439,m172w2v2n64pr040pt49tvy9j17r46x9,0
SMFL- Turning Right on Red Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370635968/Turning%20Right%20on%20Red%20Info%20Card.JPEG,,420,0,2023-10-26,,,420,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798487204,m172w2v2n64pr040pt49tvy9j17r46x9,0
SMFL- Wrong Way Driving on the Interstate Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1384117343/Image%20(13).jpg,,4500,0,2024-04-02,,,4500,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798487899,m172w2v2n64pr040pt49tvy9j17r46x9,0
Spanish Guides,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2300446629/S%20Guides.jpg,,-400,0,2023-11-09,,500,-900,,"Pat Boatman Jul 21, 2025 11:44 AM",-400,5798487495,m172w2v2n64pr040pt49tvy9j17r46x9,0
Transportation Checklists,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1370635103/Transportation%20Checklists.JPEG,,500,0,2023-11-15,,,500,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798487515,m172w2v2n64pr040pt49tvy9j17r46x9,0
SR2S- Learn About Accessibility Large Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370627524/SR2S-Learn%20About%20Accessibility%20Large%20Card.JPEG,v,0,0,2025-07-21,B,220,-220,,"Pat Boatman Jul 25, 2025 9:40 PM",0,5798487081,m17bc6qnne3g0gswr9qt5sm82d7r52ak,0
SR2S- Let's Get Back to School Safely (Spanish),Order as Needed,D5 Office,,,v,0,0,2025-07-21,B,,0,,"Pat Boatman Jul 25, 2025 9:40 PM",,7029147396,m17bc6qnne3g0gswr9qt5sm82d7r52ak,0
SR2S- Let's Get Back to School Safely Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370614014/Safe%20Routes%20to%20School-Lets%20Get%20Back%20to%20School%20Safely.JPEG,v,5010,0,2025-07-21,B,,5010,,"Pat Boatman Jul 25, 2025 9:40 PM",,5798487279,m17bc6qnne3g0gswr9qt5sm82d7r52ak,0
SR2S- Metro's Guide to School Bus Safety Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370629173/SR2S-Metros%20Guide%20to%20School%20Bus%20Safety.JPEG,v,499,0,2025-07-21,B,1670,-1171,,"Pat Boatman Jul 25, 2025 9:40 PM",499,5798487307,m17bc6qnne3g0gswr9qt5sm82d7r52ak,0
SR2S- Ryder Bicycle Hand Signals Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370612966/Safe%20Routes%20to%20School%20-%20Bicycle%20Hand%20Signals%20Card.JPEG,v,1446,0,2025-07-21,B,,1446,,"Pat Boatman Jul 25, 2025 9:40 PM",,5798486846,m17bc6qnne3g0gswr9qt5sm82d7r52ak,0
SR2S-Know How to Cross Safely Card,Order as Needed,D5 Office,,,v,0,0,2025-07-21,B,,0,,"Pat Boatman Jul 25, 2025 9:40 PM",,5798487248,m17bc6qnne3g0gswr9qt5sm82d7r52ak,0
SR2S-Superhero Safety Squad Card,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2300378896/SS%20TC.jpg,v,,0,2025-07-21,B,,0,,"Pat Boatman Jul 25, 2025 9:40 PM",,9634679668,m17bc6qnne3g0gswr9qt5sm82d7r52ak,0
SR2S-Metro Safety Tip Card,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2300426374/Metro%20TC.jpg,v,900,0,2025-07-21,B,100,800,,"Desmond Tatilian Sep 3, 2025 3:59 PM",900,9634714845,m17bc6qnne3g0gswr9qt5sm82d7r52ak,0
Alert Today Alive Tomorrow Heart Sticker,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1629724084/Image%20(23).jpg,,510,0,,B,,510,,"Pat Boatman Jul 25, 2025 9:40 PM",,7252870734,m17dawvq322r137p4p816w4vt57r5ge8,0
Alert Today Alive Tomorrow Round Sticker,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1629725668/Image%20(24).jpg,,310,0,,B,,310,,"Pat Boatman Jul 25, 2025 9:40 PM",,7252873936,m17dawvq322r137p4p816w4vt57r5ge8,0
Keep your Brain in Place,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1629726443/Image%20(25).jpg,,0,0,,,,0,,"Pat Boatman Jun 13, 2025 2:42 PM",,6375649114,m17dawvq322r137p4p816w4vt57r5ge8,0
Move Over for Stopped Emergency Vehicles,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1369977052/Move%20Over%20for%20Stopped%20Emergency%20Vehicles%20Bumper%20Sticker.JPEG,,19,0,,B,,19,,"Pat Boatman Jul 25, 2025 9:40 PM",,6263261985,m17dawvq322r137p4p816w4vt57r5ge8,0
Ride SMART 2 Daytona,Order as Needed,,,,,1000,0,,B,,1000,,"Pat Boatman Jul 25, 2025 9:40 PM",,7324489833,m17dawvq322r137p4p816w4vt57r5ge8,0
Ryder Square Stickers,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370611524/Ryder%20Square%20Stickers.JPEG,v,800,500,2025-07-10,B,200,100,,"Desmond Tatilian Sep 3, 2025 3:59 PM",300,5798487055,m17dawvq322r137p4p816w4vt57r5ge8,0
Sally Dot Square Stickers,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370616908/Sally%20DOT%20Square%20Stickers.JPEG,v,1529,500,2025-07-10,B,290,739,,"Desmond Tatilian Jul 30, 2025 12:09 PM",1029,5798487002,m17dawvq322r137p4p816w4vt57r5ge8,0
Stickers-Stop Red Light Running (in rolls of stickers),Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370631694/Stickers-Stop%20Red%20Light%20Running%20.JPEG,,350,0,,B,,350,,"Pat Boatman Jul 25, 2025 9:40 PM",,5798487180,m17dawvq322r137p4p816w4vt57r5ge8,0
The Guardian Square Stickers,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370634602/The%20Guardian%20Square%20Stickers.JPEG,v,1000,500,2025-07-10,B,100,400,,"Desmond Tatilian Jul 30, 2025 12:09 PM",500,5798487024,m17dawvq322r137p4p816w4vt57r5ge8,0
Watch out for Pedestrians Bumper Stickers,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370645884/Watch%20out%20for%20Pedestrians%20Bumper%20Stickers.JPEG,v,20,0,2025-06-12,B,,20,,"Pat Boatman Jul 25, 2025 9:40 PM",,5798487382,m17dawvq322r137p4p816w4vt57r5ge8,0
"Phone Down, Seatbelt On Puppy Stickers",Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2201913563/Dog%20Sticker.jpg,v,333,30,2025-06-12,B,,303,,"Pat Boatman Jul 25, 2025 9:40 PM",303,9362779114,m17dawvq322r137p4p816w4vt57r5ge8,0
Buckle Up Orange Sticker,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2201912993/BU%20sticker.jpg,v,46,30,2025-06-12,B,280,-264,,"Desmond Tatilian Sep 3, 2025 3:59 PM",16,9362825641,m17dawvq322r137p4p816w4vt57r5ge8,0
Drive Safely Cool Chick Bumper Sticker,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2201916521/Chick.jpg,v,639,30,2025-06-25,B,361,248,,"Desmond Tatilian Sep 3, 2025 5:49 PM",609,9362858775,m17dawvq322r137p4p816w4vt57r5ge8,0
Petal to the Metal Bunny Sticker,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2201946320/Bunny.jpg,v,90,30,2025-06-12,B,235,-175,,"Desmond Tatilian Sep 3, 2025 3:56 PM",60,9362940965,m17dawvq322r137p4p816w4vt57r5ge8,0
Flashin & Passin Bus Sticker,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2201946827/Bus.jpg,v,215,30,2025-06-12,B,100,85,,"Desmond Tatilian Sep 3, 2025 3:59 PM",185,9362943769,m17dawvq322r137p4p816w4vt57r5ge8,0
Buckle Up Green Sticker,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2201947425/BU%20Green.jpg,v,-15,30,2025-06-12,B,340,-385,,"Desmond Tatilian Sep 3, 2025 5:49 PM",-45,9362959644,m17dawvq322r137p4p816w4vt57r5ge8,0
"TZ- ""Move Over for Me"" Stopped Emergency Vehicles Card",Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369976641/Move%20over%20for%20me%20Tip%20Card.JPEG,,137,0,,B,,137,,"Pat Boatman Jul 25, 2025 9:40 PM",,5798487123,m172myqrh517m4ez7rfaakzbx97r5da5,0
TZ- Aromatherapy Card,Order as Needed,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/1384261786/IMG_3683.JPG,v,1900,0,2025-06-09,B,,1900,,"Pat Boatman Jul 25, 2025 9:40 PM",,5798487130,m172myqrh517m4ez7rfaakzbx97r5da5,0
TZ- Be My Valentine Card,Order as Needed,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/1370637186/TZ%20Be%20My%20Valentine%20Tip%20Card.JPEG,,30,0,2025-07-02,B,,30,,"Pat Boatman Jul 25, 2025 9:40 PM",30,5798487322,m172myqrh517m4ez7rfaakzbx97r5da5,0
TZ- Florida Road Trips Card,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1384268927/IMG_3684.JPG,v,1449,0,2025-05-30,B,50,1399,,"Pat Boatman Jul 25, 2025 9:40 PM",1449,6375462747,m172myqrh517m4ez7rfaakzbx97r5da5,0
TZ- Fun Ways to Connect With Family and Friends Card,Staple Item,D5 Office,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1370639029/TZ%20Fun%20Ways%20to%20Connect%20With%20Family%20and%20Friends%20Tip%20Cards.JPEG,v,-69,200,2025-07-10,B,70,-339,,"Desmond Tatilian Jul 29, 2025 3:19 PM",-269,5798487049,m172myqrh517m4ez7rfaakzbx97r5da5,0
TZ- Home is Where the Heart Is Card,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1370639683/TZ%20Home%20is%20where%20the%20heart%20is%20Tip%20Card.JPEG,,450,0,2024-08-14,B,,450,,"Pat Boatman Jul 25, 2025 9:40 PM",,6262201195,m172myqrh517m4ez7rfaakzbx97r5da5,0
TZ- Move Over or Slow Down for Emergency Lights Card,Staple Item,,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1383877508/Image%20(10).jpg,v,130,200,2025-07-10,B,,-70,,"Pat Boatman Jul 25, 2025 9:40 PM",,6373981196,m172myqrh517m4ez7rfaakzbx97r5da5,0
TZ- Qualities Employers Look For Card,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370641760/TZ%20Qualities%20Employers%20Look%20For.JPEG,v,1500,200,2025-07-10,B,,1300,,"Pat Boatman Jul 25, 2025 9:40 PM",,5798487054,m172myqrh517m4ez7rfaakzbx97r5da5,0
TZ- Stop and Smell the Flowers Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370636400/TZ%20%20Florida%20Native%20Plants.JPEG,v,1789,0,2025-06-09,B,,1789,,"Pat Boatman Jul 25, 2025 9:40 PM",,5798486867,m172myqrh517m4ez7rfaakzbx97r5da5,0
TZ- Test Strategies Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1629459500/Image%20(6).jpg,v,1200,0,2025-05-30,B,,1200,,"Pat Boatman Jul 25, 2025 9:40 PM",,5798486890,m172myqrh517m4ez7rfaakzbx97r5da5,0
TZ- The World Needs More of That Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1383822938/Image%20(4).jpg,v,1200,0,2025-05-30,B,,1200,,"Pat Boatman Jul 25, 2025 9:40 PM",,5798486912,m172myqrh517m4ez7rfaakzbx97r5da5,0
TZ- Thrill Seeking in Florida Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370642234/TZ%20Thrill%20Seeking%20in%20Florida.JPEG,v,92,0,2025-05-30,B,50,42,,"Pat Boatman Jul 25, 2025 9:40 PM",92,5798487003,m172myqrh517m4ez7rfaakzbx97r5da5,0
TZ- Time Saving Life Hacks Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370642761/TZ%20Time%20Saving%20Life%20Hacks.JPEG,v,1215,0,2025-06-09,B,,1215,,"Pat Boatman Jul 25, 2025 9:40 PM",,5798486917,m172myqrh517m4ez7rfaakzbx97r5da5,0
