name,orderingType,sourceVendor,status,featuredImageUrl,inventoryUpdated,stock,restockTrigger,lastManualStockCheck,location,checkedOut,numUntilRestock,ytdStockUsed,updatedTime,untilRestock,mondayItemId,productCategoryId,price
"ATF- ""Your Key to Safety"" Card",Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370648668/Your%20Key%20to%20Safety%20Card.JPEG,,66,0,2023-10-27,B,0,66,,"Pat Boatman Jul 25, 2025 9:33 PM",66,5798486971,m17f0btrm4d3v75252xajrs7tx7r4p29,0
ATF- A Guide To Modern Roundabouts Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1587862718/A%20guide%20to%20modern%20roundabouts.jpg,,293,0,,B,,293,,"Pat Boatman Jul 25, 2025 9:33 PM",,5798487825,m17f0btrm4d3v75252xajrs7tx7r4p29,0
ATF- Always Stop on Red Large Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369958536/Always%20Stop%20on%20Red%20Large%20Card%205.5%20by%208.5.JPEG,,78,0,,B,0,78,,"Desmond Tatilian Jul 30, 2025 12:12 PM",78,5798487456,m17f0btrm4d3v75252xajrs7tx7r4p29,0
ATF- Always Stop on Red Small Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369964089/Always%20Stop%20on%20Red%20Small%20Card%204x6.JPEG,,7225,0,,B,100,7125,,"Pat Boatman Jul 25, 2025 9:33 PM",7225,5798487084,m17f0btrm4d3v75252xajrs7tx7r4p29,0
ATF- Bicycle Hand Signals Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1384001056/AT%20Bicycle%20Hand%20Signals.jpg,,-6,0,,B,,-6,,"Pat Boatman Jul 25, 2025 9:33 PM",,6374407431,m17f0btrm4d3v75252xajrs7tx7r4p29,0
ATF- Can You See Me Now? Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369965405/Can%20you%20see%20me%20now%20Info%20Card.JPEG,v,290,0,2025-06-10,B,10,280,,"Pat Boatman Jul 25, 2025 9:33 PM",290,5798487442,m17f0btrm4d3v75252xajrs7tx7r4p29,0
ATF- Every Bicyclist and Pedestrian Large Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369968870/Every%20Bicyclist%20and%20Pedestrian%20Card.JPEG,,13,0,2024-03-14,B,50,-37,,"Pat Boatman Jul 25, 2025 9:33 PM",13,5798487163,m17f0btrm4d3v75252xajrs7tx7r4p29,0
ATF- How to Use an RRFB Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369973336/How%20to%20use%20an%20RRFB.JPEG,,5974,0,,B,,5974,,"Pat Boatman Jul 25, 2025 9:33 PM",,5798487106,m17f0btrm4d3v75252xajrs7tx7r4p29,0
ATF- How to use Ped. Hybrid Beacon Card (English),Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369973649/How%20to%20use%20Ped.%20Hybrid%20Beacon-English.JPEG,,1033,0,2023-10-11,B,100,933,,"Pat Boatman Jul 25, 2025 9:33 PM",1033,5798486999,m17f0btrm4d3v75252xajrs7tx7r4p29,0
ATF- How to use Ped. Hybrid Beacon Card (Spanish),Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369973802/How%20to%20use%20Ped.%20Hybrid%20Beacon-Spanish.JPEG,,538,0,,B,,538,,"Pat Boatman Jul 25, 2025 9:33 PM",,5798487221,m17f0btrm4d3v75252xajrs7tx7r4p29,0
ATF- Know Your Crosswalks Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369975303/Know%20Your%20Crosswalks.JPEG,,43,0,2024-03-14,B,,43,,"Pat Boatman Jul 25, 2025 9:33 PM",,5798487060,m17f0btrm4d3v75252xajrs7tx7r4p29,0
ATF- Look Right Tip Card (Bicycle),Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1629507016/Image%20(9).jpg,,0,0,2023-03-29,B,,0,,"Pat Boatman Jul 25, 2025 9:33 PM",,5798487058,m17f0btrm4d3v75252xajrs7tx7r4p29,0
ATF- Look Right Tip Card (Driver),Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1629512435/Image%20(10).jpg,,0,0,2023-03-29,B,,0,,"Pat Boatman Jul 25, 2025 9:33 PM",,5798487754,m17f0btrm4d3v75252xajrs7tx7r4p29,0
ATF- Parking Lot Safety Tips for Pedestrians and Drivers Card,Order as Needed,D5 Office,,"https://qcausa.monday.com/protected_static/11070499/resources/1369977478/Parking%20Lot%20Safety%20Tips.JPEG, https://qcausa.monday.com/protected_static/11070499/resources/1629480520/Image%20(8).jpg",,49,0,,B,,49,,"Pat Boatman Jul 25, 2025 9:33 PM",,5798487406,m17f0btrm4d3v75252xajrs7tx7r4p29,0
ATF- Safe Mobility at Intersections Card,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370611962/Safe%20Mobility%20at%20Intersections.JPEG,,0,0,,B,,0,,"Pat Boatman Jul 25, 2025 9:33 PM",,5798487357,m17f0btrm4d3v75252xajrs7tx7r4p29,0
ATF- Sharrow Card,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1384018104/Sharrow.jpg,,33,0,,B,,33,,"Pat Boatman Jul 25, 2025 9:33 PM",,6374460484,m17f0btrm4d3v75252xajrs7tx7r4p29,0
ATF- Stop the Talk Just Walk Card,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1629563099/Image%20(15).jpg,,,0,,B,,0,,"Pat Boatman Jul 25, 2025 9:33 PM",,7270426320,m17f0btrm4d3v75252xajrs7tx7r4p29,0
Bike Walk Run Bags,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1384204683/IMG_3678.JPG,,722,0,2024-04-02,A,0,722,,"Desmond Tatilian Sep 22, 2025 4:00 PM",722,5798486918,m17272v6sc88141zzyvr1mtnk57r5x0m,0
Clear Alert Today Bags,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369965828/Clear%20Alert%20Today%20Bags.JPEG,,1027,0,2024-04-02,B,,1027,,"Pat Boatman Sep 10, 2025 3:36 PM",,5798486884,m17272v6sc88141zzyvr1mtnk57r5x0m,0
Green drawstring backpacks (SR2S),Order as Needed,D5 Office,,,,0,0,2023-03-29,,,0,,"Pat Boatman Sep 10, 2025 3:36 PM",,5798487734,m17272v6sc88141zzyvr1mtnk57r5x0m,0
Safe Routes to School Bags,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370613519/Safe%20Routes%20to%20School%20White%20Bags.JPEG,,450,0,2024-04-02,,,450,,"Pat Boatman Sep 10, 2025 3:36 PM",,5798486935,m17272v6sc88141zzyvr1mtnk57r5x0m,0
Target Zero White Plastic Bags,Staple Item,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/1629789296/Image%20(37).jpg,v,16700,500,2025-07-16,A,0,16200,,"Desmond Tatilian Sep 22, 2025 4:20 PM",16200,6375355952,m17272v6sc88141zzyvr1mtnk57r5x0m,0
TZ Grey Reflective Drawstring Backpacks,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1629787108/Image%20(36).jpg,v,1942,500,2025-06-27,C,198,1244,,"Desmond Tatilian Jul 31, 2025 11:26 AM",1442,5798487100,m17272v6sc88141zzyvr1mtnk57r5x0m,0
Pedestrian Reflectors - ATF,Staple Item,,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/2294798627/Ped%20Reflector.jpg,v,200,200,2025-07-21,C,100,-100,,"Pat Boatman Jul 25, 2025 9:33 PM",0,8672314010,m17cwdx53cpmj87n9nqz868x1h7r40b6,0
Magnetic Bicycle Pins,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369976064/Magnetic%20Bicycle%20Pins.JPEG,,91,0,2024-04-02,,,91,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798487151,m17cwdx53cpmj87n9nqz868x1h7r40b6,0
TZ Bike Lights,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370637604/TZ%20Bike%20Lights.JPEG,v,238,1500,2025-07-21,C,4593,-5855,,"Desmond Tatilian Sep 3, 2025 5:49 PM",-1262,5798487523,m17cwdx53cpmj87n9nqz868x1h7r40b6,0
Halloween Safety Tips,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1384030705/Halloween%20Safety%20Tips%20Bookmark.JPEG,,6300,0,,B,,6300,,"Pat Boatman Jul 25, 2025 9:34 PM",,6374497535,m17davdabeaj7ybmagz18ffgx17r5sqa,0
Motorcycle Safety-Looking Twice May Save a Life Bookmark,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369976271/Motorcycle%20Safety-Looking%20Twice%20May%20Save%20a%20Life%20Bookmark.JPEG,,59,0,,B,,59,,"Pat Boatman Jul 25, 2025 9:34 PM",,5798487137,m17davdabeaj7ybmagz18ffgx17r5sqa,0
Pedestrian Crossing Signals Bookmark,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369978024/Pedestrian%20Crossing%20Signals%20Bookmark.JPEG,,23,0,,B,,23,,"Pat Boatman Jul 25, 2025 9:34 PM",,5798487237,m17davdabeaj7ybmagz18ffgx17r5sqa,0
Walker,Order as Needed,D5 Office,,,,0,0,,B,,0,,"Pat Boatman Jul 25, 2025 9:34 PM",,6436972059,m17davdabeaj7ybmagz18ffgx17r5sqa,0
White Cane Law Bookmark,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370646248/White%20Cane%20Law%20Bookmark.JPEG,,13,0,,B,,13,,"Pat Boatman Jul 25, 2025 9:34 PM",,5798487065,m17davdabeaj7ybmagz18ffgx17r5sqa,0
You are in the driver's seat Bookmark,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370647770/You%20are%20in%20the%20drivers%20seat%20Bookmark.JPEG,,373,0,,B,,373,,"Pat Boatman Jul 25, 2025 9:34 PM",,5798487000,m17davdabeaj7ybmagz18ffgx17r5sqa,0
"""I'll Never See You Coming..."" Flyer",Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1384207943/Image%20(23).jpg,,780,0,2023-10-27,B,,780,,"Pat Boatman Jul 25, 2025 9:34 PM",,5798487261,m1700rncwmy3kaafwgs6p76m357r5a90,0
Age-Friendly Florida's Transportation Checklist,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1384152060/Image%20(22).jpg,,39,0,,B,,39,,"Pat Boatman Jul 25, 2025 9:34 PM",,6375050860,m1700rncwmy3kaafwgs6p76m357r5a90,0
Bicycling - How to Use Transportation Options in FL,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1384093570/Image%20(12).jpg,,0,0,,B,,0,,"Pat Boatman Jul 25, 2025 9:34 PM",,6374778399,m1700rncwmy3kaafwgs6p76m357r5a90,0
Bicycling - Tips on How to Use Transportation Options in FL,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1384087428/Image%20(11).jpg,,200,0,,B,,200,,"Pat Boatman Jul 25, 2025 9:34 PM",,6374762117,m1700rncwmy3kaafwgs6p76m357r5a90,0
Fitting Your Bike Helmet Brochure,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1383716457/Fitting%20Your%20Bike%20Helmet%20Brochure.jpg,v,100,200,2025-07-02,B,100,-200,,"Desmond Tatilian Sep 3, 2025 5:49 PM",-100,5798486974,m1700rncwmy3kaafwgs6p76m357r5a90,0
"Florida Bicycle Signs, Signals, and Markings Brochure",Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369970282/Florida%20Bicycle%20Signs_%20Signals_%20and%20Markings%20Brochure.JPEG,v,1135,200,2025-07-02,B,25,910,,"Desmond Tatilian Sep 3, 2025 1:51 PM",935,5798486951,m1700rncwmy3kaafwgs6p76m357r5a90,0
"Florida Pedestrian Signs, Signals, and Markings Brochure",Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369970695/Florida%20Pedestrian%20Signs_%20Signals_%20and%20Markings%20Brochure.JPEG,v,1590,200,2025-06-27,B,10,1380,,"Desmond Tatilian Sep 3, 2025 1:51 PM",1390,5798487521,m1700rncwmy3kaafwgs6p76m357r5a90,0
Golf Cart Brochure,Order as Needed,Safe Mobility for Life Coalition,,https://qcausa.monday.com/protected_static/11070499/resources/1369971271/Golf%20Cart%20Brochure.JPEG,,157,0,2023-11-09,B,,157,,"Pat Boatman Jul 25, 2025 9:34 PM",,5798487350,m1700rncwmy3kaafwgs6p76m357r5a90,0
Heads Up! Cross Safely Brochure,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369972355/Heads%20Up!%20Cross%20Safely%20Brochure.JPEG,,132,0,,B,,132,,"Pat Boatman Jul 25, 2025 9:34 PM",,5798487107,m1700rncwmy3kaafwgs6p76m357r5a90,0
Informed Bicycling in Florida: A Pocket Guide,Order as Needed,Florida Bicycle Assoc.,,https://qcausa.monday.com/protected_static/11070499/resources/1629730045/Image%20(26).jpg,v,250,0,2025-07-02,B,,250,,"Pat Boatman Jul 25, 2025 9:34 PM",250,5798487928,m1700rncwmy3kaafwgs6p76m357r5a90,0
Safe Routes to School Strateic Plan,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1384336326/IMG_3687.JPG,,100,0,2024-04-02,B,,100,,"Pat Boatman Jul 25, 2025 9:34 PM",,6375749699,m1700rncwmy3kaafwgs6p76m357r5a90,0
Safety doesn't happen by accident-large flyer,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370614458/Safety%20doesnt%20happen%20by%20accident-large%20flyer.JPEG,,500,0,,B,,500,,"Pat Boatman Jul 25, 2025 9:34 PM",,5798487483,m1700rncwmy3kaafwgs6p76m357r5a90,0
Safety doesn't happen by accident-small flyer-Eng,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370614995/Safety%20doesnt%20happen%20by%20accident-small%20flyer-Eng.JPEG,,236,0,,B,,236,,"Pat Boatman Jul 25, 2025 9:34 PM",,5798487008,m1700rncwmy3kaafwgs6p76m357r5a90,0
Safety doesn't happen by accident-small flyer-Sp,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370616374/Safety%20doesnt%20happen%20by%20accident-small%20flyer-Spanish.JPEG,,42,0,,B,,42,,"Pat Boatman Jul 25, 2025 9:34 PM",,5798487500,m1700rncwmy3kaafwgs6p76m357r5a90,0
SMFL Families and Caregivers SPANISH,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1629770699/Image%20(33).jpg,,1100,0,,B,100,1000,,"Desmond Tatilian Sep 3, 2025 1:52 PM",1100,6950918206,m1700rncwmy3kaafwgs6p76m357r5a90,0
SMFL Florida's Guide Safe Mobility For Life ENGLISH,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1629774996/Image%20(34).jpg,,-130,0,,B,,-130,,"Pat Boatman Jul 25, 2025 9:34 PM",,6940982785,m1700rncwmy3kaafwgs6p76m357r5a90,0
SMFL Florida's Guide to Aging Drivers SPANISH,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1384145989/Image%20(21).jpg,,290,0,,B,,290,,"Pat Boatman Jul 25, 2025 9:34 PM",,6375016577,m1700rncwmy3kaafwgs6p76m357r5a90,0
SMFL Walking-Tips on how to use Transportation options in Florida,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1629776484/Image%20(35).jpg,,300,0,,B,,300,,"Pat Boatman Jul 25, 2025 9:34 PM",,6941016222,m1700rncwmy3kaafwgs6p76m357r5a90,0
SMFL-How to Safely Navigate a Roundabout Flyer,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369973184/How%20to%20Safely%20Navigate%20a%20Roundabout%20Flyer.JPEG,,-8,0,2023-10-27,B,,-8,,"Pat Boatman Jul 25, 2025 9:34 PM",,5798487239,m1700rncwmy3kaafwgs6p76m357r5a90,0
Stop Speeding (Red/Black Flyer),Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370632355/Stop%20Speeding%20(RedBlack%20Flyer).JPEG,,85,0,2024-03-14,B,,85,,"Pat Boatman Jul 25, 2025 9:34 PM",,5798487419,m1700rncwmy3kaafwgs6p76m357r5a90,0
Stop Speeding (Red/White Flyer) - Eng & Span,Order as Needed,D5 Office,,"https://qcausa.monday.com/protected_static/11070499/resources/1629739341/Image%20(27).jpg, https://qcausa.monday.com/protected_static/11070499/resources/1629739351/Image%20(28).jpg",,17,0,,B,,17,,"Pat Boatman Jul 25, 2025 9:34 PM",,5798487399,m1700rncwmy3kaafwgs6p76m357r5a90,0
Take the No Texting Pledge Brochure,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370633643/Take%20the%20No%20Texting%20Pledge%20Brochure.JPEG,,3947,0,2023-10-27,B,,3947,,"Pat Boatman Jul 25, 2025 9:34 PM",,5798487455,m1700rncwmy3kaafwgs6p76m357r5a90,0
Top Florida Trails Pamphlet,Order as Needed,D5 Office,,,,0,0,,B,,0,,"Pat Boatman Jul 25, 2025 9:34 PM",,5798487854,m1700rncwmy3kaafwgs6p76m357r5a90,0
Transportation Network Companies Brochure,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1370635530/Transportation%20Network%20Companies%20Brochure.JPEG,,-5,0,2023-11-09,B,,-5,,"Pat Boatman Jul 25, 2025 9:34 PM",,5798487328,m1700rncwmy3kaafwgs6p76m357r5a90,0
Wireless Communications Flyer-Eng,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370646717/Wireless%20Communications%20Flyer-Eng.JPEG,,190,0,2024-08-19,B,,190,,"Pat Boatman Jul 25, 2025 9:34 PM",,5798487312,m1700rncwmy3kaafwgs6p76m357r5a90,0
Wireless Communications Flyer-Sp,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1383740533/Wireless%20Communications%20Flyer-Span.JPEG.jpg,,100,0,2024-08-19,B,,100,,"Pat Boatman Jul 25, 2025 9:34 PM",,5798487335,m1700rncwmy3kaafwgs6p76m357r5a90,0
You Hold the Keys to Your Transportation Future,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1384128657/Image%20(15).jpg,,30,0,,B,,30,,"Pat Boatman Jul 25, 2025 9:34 PM",,6374939303,m1700rncwmy3kaafwgs6p76m357r5a90,0
"""I've Got a Flat...Move Over for Me."" Microfiber Cloth",Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369974325/Ive%20got%20a%20flat...Move%20Over%20for%20Me.%20Glasses%20Cleaner.JPEG,,25,0,2023-10-27,C,300,-275,,"Pat Boatman Jul 25, 2025 9:34 PM",25,5798487285,m17cb6bypj9vz334d06hnmw8697r5bfy,0
"""Put It Down!"" Cellphone Card Holder",Order as Needed,D5 Office,,,,0,0,2023-10-27,,,0,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798487167,m17cb6bypj9vz334d06hnmw8697r5bfy,0
"""Stop Tailgating"" Cellphone Card Holder",Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370633280/Stop%20Tailgating%20Cellphone%20Card%20Holder.JPEG,,278,0,2023-10-27,,,278,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798487190,m17cb6bypj9vz334d06hnmw8697r5bfy,0
CTST Microfiber Cloths,Order as Needed,,,,,0,0,,,,0,,"Pat Boatman Jul 17, 2025 11:51 AM",,8734683988,m17cb6bypj9vz334d06hnmw8697r5bfy,0
Every Bicyclist & Pedestrian Phone Microfiber Cloth - Alert Today,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1629757213/Image%20(30).jpg,,0,0,,,,0,,"Pat Boatman Jul 25, 2025 9:35 PM",,7271111747,m17cb6bypj9vz334d06hnmw8697r5bfy,0
Gadget Grips,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369970950/Gadget%20Grips.JPEG,,0,0,2023-10-27,,,0,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798487219,m17cb6bypj9vz334d06hnmw8697r5bfy,0
Stop the Talk Just Walk Phone Microfiber Cloth - Alert Today,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1629755362/Image%20(31).jpg,,0,0,,,,0,,"Pat Boatman Jul 25, 2025 9:35 PM",,7271096024,m17cb6bypj9vz334d06hnmw8697r5bfy,0
TZ Cell Phone Chargers,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1384115449/Cell%20Phone%20Charger.jpg,v,1000,500,2025-07-10,C,,500,,"Pat Boatman Jul 25, 2025 9:35 PM",,6252908624,m17cb6bypj9vz334d06hnmw8697r5bfy,0
About Traffic Safety Red Coloring and Activities Book,Staple Item,D5 Office,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1369957083/About%20Traffic%20Safety%20Red%20Coloring%20and%20Activities%20Book.JPEG,v,13,200,2023-10-26,C,,-187,,"Pat Boatman Jun 25, 2025 3:13 PM",,5798487289,m1721sapsxsc0rt7d181y5ty557r4enn,0
Biking Activity Books - Safe Mobility,Staple Item,,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1629699224/Image%20(19).jpg,v,0,200,2023-11-09,C,,-200,,"Pat Boatman Jun 25, 2025 3:13 PM",,5798487302,m1721sapsxsc0rt7d181y5ty557r4enn,0
Drive Your Bicycle Safely; A Coloring & Activity Book,Staple Item,D5 Office,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1629692399/Image%20(18).jpg,v,0,200,,C,,-200,,"Pat Boatman Jun 25, 2025 3:13 PM",,6373900114,m1721sapsxsc0rt7d181y5ty557r4enn,0
I'm safe! Walk & Bike with me in Florida,Staple Item,D5 Office,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1369974033/Im%20safe!%20Walk%20_%20Bike%20with%20me%20in%20Florida.JPEG,v,0,200,,C,,-200,,"Pat Boatman Jun 25, 2025 3:13 PM",,5798487332,m1721sapsxsc0rt7d181y5ty557r4enn,0
Know What? Bike Safety Rules,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369974626/Know%20What%20Bike%20Safety%20Rules.JPEG,v,400,200,2023-10-26,C,,200,,"Pat Boatman Jun 25, 2025 3:13 PM",,5798487309,m1721sapsxsc0rt7d181y5ty557r4enn,0
Know What? We Buckle Up Activity Book,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1629710529/Image%20(21).jpg,v,0,200,,C,,-200,,"Pat Boatman Jun 25, 2025 3:13 PM",,6776517907,m1721sapsxsc0rt7d181y5ty557r4enn,0
Let's Ride! A Kid's Guide to Bicycle Safety Activities Book,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1369975808/Lets%20Ride!%20A%20Kids%20Guide%20to%20Bicycle%20Safety%20Activities%20Book.JPEG,v,6735,200,2025-07-10,C,1640,4895,,"Desmond Tatilian Jul 15, 2025 11:32 AM",6535,5798487415,m1721sapsxsc0rt7d181y5ty557r4enn,0
School Bus Safety Coloring and Activity Book,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370617396/School%20Bus%20Safety%20Coloring%20and%20Activity%20Book.JPEG,v,5095,200,2025-07-10,C,,4895,,"Pat Boatman Jul 10, 2025 11:18 AM",4895,5798487264,m1721sapsxsc0rt7d181y5ty557r4enn,0
SR2S-Bike 2 School Mini Activity Book & Coloring Pages,Staple Item,D5 Office,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1370618429/SR2S-Bike%202%20School%20Mini%20Activity%20Book%20_%20Coloring%20Pages.JPEG,v,0,200,2023-10-11,C,,-200,,"Pat Boatman Jun 25, 2025 3:13 PM",,5798487491,m1721sapsxsc0rt7d181y5ty557r4enn,0
SR2S-Guardians of Roadway Safety-Guardian Comic/Activity Book,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1384068687/IMG_3677.JPG,v,0,200,2025-07-10,C,,-200,,"Pat Boatman Jul 10, 2025 11:18 AM",,5798487023,m1721sapsxsc0rt7d181y5ty557r4enn,0
